"subject" "activity" "signal" "domain" "variable" "variablemean"
"3445" 9 "walking downstairs" "BodyAccJerkZ" "frequency" "mean" -0.293677789595238
"3446" 9 "walking downstairs" "BodyAccJerkZ" "frequency" "standarddeviation" -0.425377408333333
"3447" 9 "walking downstairs" "BodyAccJerkZ" "time" "mean" 0.00262568854761905
"3448" 9 "walking downstairs" "BodyAccJerkZ" "time" "standarddeviation" -0.359513362761905
"3449" 9 "walking downstairs" "BodyAccMag" "frequency" "mean" 0.222203941
"3450" 9 "walking downstairs" "BodyAccMag" "frequency" "standarddeviation" 0.0888671674047619
"3451" 9 "walking downstairs" "BodyAccMag" "time" "mean" 0.145886357935714
"3452" 9 "walking downstairs" "BodyAccMag" "time" "standarddeviation" 0.265120131365238
"3453" 9 "walking downstairs" "BodyAccX" "frequency" "mean" 0.103128506197619
"3454" 9 "walking downstairs" "BodyAccX" "frequency" "standarddeviation" 0.250488758869048
"3455" 9 "walking downstairs" "BodyAccX" "time" "mean" 0.295923445
"3456" 9 "walking downstairs" "BodyAccX" "time" "standarddeviation" 0.213392270547619
"3457" 9 "walking downstairs" "BodyAccY" "frequency" "mean" -0.183120455428571
"3458" 9 "walking downstairs" "BodyAccY" "frequency" "standarddeviation" -0.273561385142857
"3459" 9 "walking downstairs" "BodyAccY" "time" "mean" -0.0203994269075476
"3460" 9 "walking downstairs" "BodyAccY" "time" "standarddeviation" -0.208310705504762
"3461" 9 "walking downstairs" "BodyAccZ" "frequency" "mean" -0.103705822657857
"3462" 9 "walking downstairs" "BodyAccZ" "frequency" "standarddeviation" -0.0349494927142857
"3463" 9 "walking downstairs" "BodyAccZ" "time" "mean" -0.0910278793952381
"3464" 9 "walking downstairs" "BodyAccZ" "time" "standarddeviation" -0.00771530035714285
"3465" 9 "walking downstairs" "BodyGyroJerkMag" "frequency" "mean" -0.463172053809524
"3466" 9 "walking downstairs" "BodyGyroJerkMag" "frequency" "standarddeviation" -0.485158906904762
"3467" 9 "walking downstairs" "BodyGyroJerkMag" "time" "mean" -0.469028434047619
"3468" 9 "walking downstairs" "BodyGyroJerkMag" "time" "standarddeviation" -0.455855425238095
"3469" 9 "walking downstairs" "BodyGyroJerkX" "time" "mean" -0.094591202447619
"3470" 9 "walking downstairs" "BodyGyroJerkX" "time" "standarddeviation" -0.509669314047619
"3471" 9 "walking downstairs" "BodyGyroJerkY" "time" "mean" -0.0597608334619048
"3472" 9 "walking downstairs" "BodyGyroJerkY" "time" "standarddeviation" -0.448602451190476
"3473" 9 "walking downstairs" "BodyGyroJerkZ" "time" "mean" -0.0678080598785714
"3474" 9 "walking downstairs" "BodyGyroJerkZ" "time" "standarddeviation" -0.417239550952381
"3475" 9 "walking downstairs" "BodyGyroMag" "frequency" "mean" -0.347540226666667
"3476" 9 "walking downstairs" "BodyGyroMag" "frequency" "standarddeviation" -0.424170737142857
"3477" 9 "walking downstairs" "BodyGyroMag" "time" "mean" -0.168921400633333
"3478" 9 "walking downstairs" "BodyGyroMag" "time" "standarddeviation" -0.322331464761905
"3479" 9 "walking downstairs" "BodyGyroX" "frequency" "mean" -0.325042890904762
"3480" 9 "walking downstairs" "BodyGyroX" "frequency" "standarddeviation" -0.423558773952381
"3481" 9 "walking downstairs" "BodyGyroX" "time" "mean" -0.0916383011071429
"3482" 9 "walking downstairs" "BodyGyroX" "time" "standarddeviation" -0.396429197952381
"3483" 9 "walking downstairs" "BodyGyroY" "frequency" "mean" -0.312512195452381
"3484" 9 "walking downstairs" "BodyGyroY" "frequency" "standarddeviation" -0.364282565714286
"3485" 9 "walking downstairs" "BodyGyroY" "time" "mean" -0.0712598843142857
"3486" 9 "walking downstairs" "BodyGyroY" "time" "standarddeviation" -0.340765233142857
"3487" 9 "walking downstairs" "BodyGyroZ" "frequency" "mean" -0.250686586719048
"3488" 9 "walking downstairs" "BodyGyroZ" "frequency" "standarddeviation" -0.356561471714286
"3489" 9 "walking downstairs" "BodyGyroZ" "time" "mean" 0.116804400690476
"3490" 9 "walking downstairs" "BodyGyroZ" "time" "standarddeviation" -0.279685150191905
"3491" 9 "walking downstairs" "GravityAccMag" "time" "mean" 0.145886357935714
"3492" 9 "walking downstairs" "GravityAccMag" "time" "standarddeviation" 0.265120131365238
"3493" 9 "walking downstairs" "GravityAccX" "time" "mean" 0.938417773333333
"3494" 9 "walking downstairs" "GravityAccX" "time" "standarddeviation" -0.952141220714286
"3495" 9 "walking downstairs" "GravityAccY" "time" "mean" -0.0352304645104762
"3496" 9 "walking downstairs" "GravityAccY" "time" "standarddeviation" -0.936306558809524
"3497" 9 "walking downstairs" "GravityAccZ" "time" "mean" -0.082276174942619
"3498" 9 "walking downstairs" "GravityAccZ" "time" "standarddeviation" -0.876641297380952
"3499" 9 "walking upstairs" "BodyAccJerkMag" "frequency" "mean" -0.419533108571429
"3500" 9 "walking upstairs" "BodyAccJerkMag" "frequency" "standarddeviation" -0.484935752040816
"3501" 9 "walking upstairs" "BodyAccJerkMag" "time" "mean" -0.440667540204082
"3502" 9 "walking upstairs" "BodyAccJerkMag" "time" "standarddeviation" -0.445485397959184
"3503" 9 "walking upstairs" "BodyAccJerkX" "frequency" "mean" -0.402044750408163
"3504" 9 "walking upstairs" "BodyAccJerkX" "frequency" "standarddeviation" -0.327421989591837
"3505" 9 "walking upstairs" "BodyAccJerkX" "time" "mean" 0.0692266245755102
"3506" 9 "walking upstairs" "BodyAccJerkX" "time" "standarddeviation" -0.335291644693878
"3507" 9 "walking upstairs" "BodyAccJerkY" "frequency" "mean" -0.608498592040816
"3508" 9 "walking upstairs" "BodyAccJerkY" "frequency" "standarddeviation" -0.590112916530612
"3509" 9 "walking upstairs" "BodyAccJerkY" "time" "mean" 0.00126612218367347
"3510" 9 "walking upstairs" "BodyAccJerkY" "time" "standarddeviation" -0.586147012244898
"3511" 9 "walking upstairs" "BodyAccJerkZ" "frequency" "mean" -0.615125710612245
"3512" 9 "walking upstairs" "BodyAccJerkZ" "frequency" "standarddeviation" -0.677831082857143
"3513" 9 "walking upstairs" "BodyAccJerkZ" "time" "mean" 0.00766046602367347
"3514" 9 "walking upstairs" "BodyAccJerkZ" "time" "standarddeviation" -0.647296002040816
"3515" 9 "walking upstairs" "BodyAccMag" "frequency" "mean" -0.372890348979592
"3516" 9 "walking upstairs" "BodyAccMag" "frequency" "standarddeviation" -0.509929461428571
"3517" 9 "walking upstairs" "BodyAccMag" "time" "mean" -0.260727581428571
"3518" 9 "walking upstairs" "BodyAccMag" "time" "standarddeviation" -0.400222037142857
"3519" 9 "walking upstairs" "BodyAccX" "frequency" "mean" -0.342735952653061
"3520" 9 "walking upstairs" "BodyAccX" "frequency" "standarddeviation" -0.369815777346939
"3521" 9 "walking upstairs" "BodyAccX" "time" "mean" 0.262436475714286
"3522" 9 "walking upstairs" "BodyAccX" "time" "standarddeviation" -0.36144437755102
"3523" 9 "walking upstairs" "BodyAccY" "frequency" "mean" -0.405022798163265
"3524" 9 "walking upstairs" "BodyAccY" "frequency" "standarddeviation" -0.297641062755102
"3525" 9 "walking upstairs" "BodyAccY" "time" "mean" -0.0195101099975714
"3526" 9 "walking upstairs" "BodyAccY" "time" "standarddeviation" -0.302206203816327
"3527" 9 "walking upstairs" "BodyAccZ" "frequency" "mean" -0.384710423408163
"3528" 9 "walking upstairs" "BodyAccZ" "frequency" "standarddeviation" -0.244081808302041
"3529" 9 "walking upstairs" "BodyAccZ" "time" "mean" -0.125219003959184
"3530" 9 "walking upstairs" "BodyAccZ" "time" "standarddeviation" -0.253434083542857
"3531" 9 "walking upstairs" "BodyGyroJerkMag" "frequency" "mean" -0.734159449387755
"3532" 9 "walking upstairs" "BodyGyroJerkMag" "frequency" "standarddeviation" -0.787781590816326
"3533" 9 "walking upstairs" "BodyGyroJerkMag" "time" "mean" -0.672840561836735
"3534" 9 "walking upstairs" "BodyGyroJerkMag" "time" "standarddeviation" -0.748651255510204
"3535" 9 "walking upstairs" "BodyGyroJerkX" "time" "mean" -0.0684689593355102
"3536" 9 "walking upstairs" "BodyGyroJerkX" "time" "standarddeviation" -0.660419534285714
"3537" 9 "walking upstairs" "BodyGyroJerkY" "time" "mean" -0.0302797452408163
"3538" 9 "walking upstairs" "BodyGyroJerkY" "time" "standarddeviation" -0.708604774693878
"3539" 9 "walking upstairs" "BodyGyroJerkZ" "time" "mean" -0.0236327911183673
"3540" 9 "walking upstairs" "BodyGyroJerkZ" "time" "standarddeviation" -0.65711420122449
"3541" 9 "walking upstairs" "BodyGyroMag" "frequency" "mean" -0.531482693877551
"3542" 9 "walking upstairs" "BodyGyroMag" "frequency" "standarddeviation" -0.456841325204082
"3543" 9 "walking upstairs" "BodyGyroMag" "time" "mean" -0.0833234490061224
"3544" 9 "walking upstairs" "BodyGyroMag" "time" "standarddeviation" -0.425839761428571
"3545" 9 "walking upstairs" "BodyGyroX" "frequency" "mean" -0.313941631326531
"3546" 9 "walking upstairs" "BodyGyroX" "frequency" "standarddeviation" -0.361626377102041
"3547" 9 "walking upstairs" "BodyGyroX" "time" "mean" -0.16396719
"3548" 9 "walking upstairs" "BodyGyroX" "time" "standarddeviation" -0.343976630734694
"3549" 9 "walking upstairs" "BodyGyroY" "frequency" "mean" -0.499159202857143
"3550" 9 "walking upstairs" "BodyGyroY" "frequency" "standarddeviation" -0.352033091612245
"3551" 9 "walking upstairs" "BodyGyroY" "time" "mean" -0.0412587909579592
"3552" 9 "walking upstairs" "BodyGyroY" "time" "standarddeviation" -0.400859067959184
"3553" 9 "walking upstairs" "BodyGyroZ" "frequency" "mean" -0.327698671183673
"3554" 9 "walking upstairs" "BodyGyroZ" "frequency" "standarddeviation" -0.165554554220408
"3555" 9 "walking upstairs" "BodyGyroZ" "time" "mean" 0.14569462592449
"3556" 9 "walking upstairs" "BodyGyroZ" "time" "standarddeviation" -0.138176481058776
"3557" 9 "walking upstairs" "GravityAccMag" "time" "mean" -0.260727581428571
"3558" 9 "walking upstairs" "GravityAccMag" "time" "standarddeviation" -0.400222037142857
"3559" 9 "walking upstairs" "GravityAccX" "time" "mean" 0.902647777755102
"3560" 9 "walking upstairs" "GravityAccX" "time" "standarddeviation" -0.954383557142857
"3561" 9 "walking upstairs" "GravityAccY" "time" "mean" -0.0377947824285714
"3562" 9 "walking upstairs" "GravityAccY" "time" "standarddeviation" -0.901317321632653
"3563" 9 "walking upstairs" "GravityAccZ" "time" "mean" -0.266009866857143
"3564" 9 "walking upstairs" "GravityAccZ" "time" "standarddeviation" -0.89407107877551
"3565" 10 "laying" "BodyAccJerkMag" "frequency" "mean" -0.968561121551724
"3566" 10 "laying" "BodyAccJerkMag" "frequency" "standarddeviation" -0.965377553448276
"3567" 10 "laying" "BodyAccJerkMag" "time" "mean" -0.976234435172414
"3568" 10 "laying" "BodyAccJerkMag" "time" "standarddeviation" -0.967556980689655
"3569" 10 "laying" "BodyAccJerkX" "frequency" "mean" -0.979014668793104
"3570" 10 "laying" "BodyAccJerkX" "frequency" "standarddeviation" -0.978904364137931
"3571" 10 "laying" "BodyAccJerkX" "time" "mean" 0.073815064487931
"3572" 10 "laying" "BodyAccJerkX" "time" "standarddeviation" -0.978007466724138
"3573" 10 "laying" "BodyAccJerkY" "frequency" "mean" -0.968039173793103
"3574" 10 "laying" "BodyAccJerkY" "frequency" "standarddeviation" -0.968120692241379
"3575" 10 "laying" "BodyAccJerkY" "time" "mean" 0.015698997097069
"3576" 10 "laying" "BodyAccJerkY" "time" "standarddeviation" -0.966930793448276
"3577" 10 "laying" "BodyAccJerkZ" "frequency" "mean" -0.972592212931034
"3578" 10 "laying" "BodyAccJerkZ" "frequency" "standarddeviation" -0.978582339137931
"3579" 10 "laying" "BodyAccJerkZ" "time" "mean" 0.00716689586275862
"3580" 10 "laying" "BodyAccJerkZ" "time" "standarddeviation" -0.976256662586207
"3581" 10 "laying" "BodyAccMag" "frequency" "mean" -0.950848109137931
"3582" 10 "laying" "BodyAccMag" "frequency" "standarddeviation" -0.944304974655172
"3583" 10 "laying" "BodyAccMag" "time" "mean" -0.956781819655172
"3584" 10 "laying" "BodyAccMag" "time" "standarddeviation" -0.940301654482759
"3585" 10 "laying" "BodyAccX" "frequency" "mean" -0.96918420862069
"3586" 10 "laying" "BodyAccX" "frequency" "standarddeviation" -0.96796803862069
"3587" 10 "laying" "BodyAccX" "time" "mean" 0.280230574137931
"3588" 10 "laying" "BodyAccX" "time" "standarddeviation" -0.968283685
"3589" 10 "laying" "BodyAccY" "frequency" "mean" -0.954341849137931
"3590" 10 "laying" "BodyAccY" "frequency" "standarddeviation" -0.946229148258621
"3591" 10 "laying" "BodyAccY" "time" "mean" -0.024294484137931
"3592" 10 "laying" "BodyAccY" "time" "standarddeviation" -0.946454302068966
"3593" 10 "laying" "BodyAccZ" "frequency" "mean" -0.964300845172414
"3594" 10 "laying" "BodyAccZ" "frequency" "standarddeviation" -0.959813667810345
"3595" 10 "laying" "BodyAccZ" "time" "mean" -0.117168642362069
"3596" 10 "laying" "BodyAccZ" "time" "standarddeviation" -0.95947148637931
"3597" 10 "laying" "BodyGyroJerkMag" "frequency" "mean" -0.960976821551724
"3598" 10 "laying" "BodyGyroJerkMag" "frequency" "standarddeviation" -0.960772875517241
"3599" 10 "laying" "BodyGyroJerkMag" "time" "mean" -0.970830848965517
"3600" 10 "laying" "BodyGyroJerkMag" "time" "standarddeviation" -0.959632931551724
"3601" 10 "laying" "BodyGyroJerkX" "time" "mean" -0.100308254413793
"3602" 10 "laying" "BodyGyroJerkX" "time" "standarddeviation" -0.965900578103448
"3603" 10 "laying" "BodyGyroJerkY" "time" "mean" -0.0388797920413793
"3604" 10 "laying" "BodyGyroJerkY" "time" "standarddeviation" -0.966621040344828
"3605" 10 "laying" "BodyGyroJerkZ" "time" "mean" -0.0590744912758621
"3606" 10 "laying" "BodyGyroJerkZ" "time" "standarddeviation" -0.983949302758621
"3607" 10 "laying" "BodyGyroMag" "frequency" "mean" -0.937692642586207
"3608" 10 "laying" "BodyGyroMag" "frequency" "standarddeviation" -0.933701315344828
"3609" 10 "laying" "BodyGyroMag" "time" "mean" -0.937590998793103
"3610" 10 "laying" "BodyGyroMag" "time" "standarddeviation" -0.927471165517241
"3611" 10 "laying" "BodyGyroX" "frequency" "mean" -0.953793912068965
"3612" 10 "laying" "BodyGyroX" "frequency" "standarddeviation" -0.96454456637931
"3613" 10 "laying" "BodyGyroX" "time" "mean" -0.019555937162069
"3614" 10 "laying" "BodyGyroX" "time" "standarddeviation" -0.961713199827586
"3615" 10 "laying" "BodyGyroY" "frequency" "mean" -0.954670034482759
"3616" 10 "laying" "BodyGyroY" "frequency" "standarddeviation" -0.953453496551724
"3617" 10 "laying" "BodyGyroY" "time" "mean" -0.0770325657265517
"3618" 10 "laying" "BodyGyroY" "time" "standarddeviation" -0.953660207586207
"3619" 10 "laying" "BodyGyroZ" "frequency" "mean" -0.969755777241379
"3620" 10 "laying" "BodyGyroZ" "frequency" "standarddeviation" -0.975298797068965
"3621" 10 "laying" "BodyGyroZ" "time" "mean" 0.104720478344828
"3622" 10 "laying" "BodyGyroZ" "time" "standarddeviation" -0.971940597413793
"3623" 10 "laying" "GravityAccMag" "time" "mean" -0.956781819655172
"3624" 10 "laying" "GravityAccMag" "time" "standarddeviation" -0.940301654482759
"3625" 10 "laying" "GravityAccX" "time" "mean" -0.453069737586207
"3626" 10 "laying" "GravityAccX" "time" "standarddeviation" -0.954531941896552
"3627" 10 "laying" "GravityAccY" "time" "mean" -0.139297681034483
"3628" 10 "laying" "GravityAccY" "time" "standarddeviation" -0.966701156034483
"3629" 10 "laying" "GravityAccZ" "time" "mean" -0.031121624137931
"3630" 10 "laying" "GravityAccZ" "time" "standarddeviation" -0.963045642431035
"3631" 10 "sitting" "BodyAccJerkMag" "frequency" "mean" -0.985900801111111
"3632" 10 "sitting" "BodyAccJerkMag" "frequency" "standarddeviation" -0.983266741481482
"3633" 10 "sitting" "BodyAccJerkMag" "time" "mean" -0.988054237592593
"3634" 10 "sitting" "BodyAccJerkMag" "time" "standarddeviation" -0.985209856296296
"3635" 10 "sitting" "BodyAccJerkX" "frequency" "mean" -0.989365013888889
"3636" 10 "sitting" "BodyAccJerkX" "frequency" "standarddeviation" -0.989550917407407
"3637" 10 "sitting" "BodyAccJerkX" "time" "mean" 0.0775372505185185
"3638" 10 "sitting" "BodyAccJerkX" "time" "standarddeviation" -0.988946414074074
"3639" 10 "sitting" "BodyAccJerkY" "frequency" "mean" -0.980962856111111
"3640" 10 "sitting" "BodyAccJerkY" "frequency" "standarddeviation" -0.982045591111111
"3641" 10 "sitting" "BodyAccJerkY" "time" "mean" 0.00897875458703704
"3642" 10 "sitting" "BodyAccJerkY" "time" "standarddeviation" -0.980756789814815
"3643" 10 "sitting" "BodyAccJerkZ" "frequency" "mean" -0.986056767777778
"3644" 10 "sitting" "BodyAccJerkZ" "frequency" "standarddeviation" -0.98911086
"3645" 10 "sitting" "BodyAccJerkZ" "time" "mean" -0.00499566427666667
"3646" 10 "sitting" "BodyAccJerkZ" "time" "standarddeviation" -0.988255803703704
"3647" 10 "sitting" "BodyAccMag" "frequency" "mean" -0.955281010740741
"3648" 10 "sitting" "BodyAccMag" "frequency" "standarddeviation" -0.941511952777778
"3649" 10 "sitting" "BodyAccMag" "time" "mean" -0.96075719962963
"3650" 10 "sitting" "BodyAccMag" "time" "standarddeviation" -0.939669591481481
"3651" 10 "sitting" "BodyAccX" "frequency" "mean" -0.984943144259259
"3652" 10 "sitting" "BodyAccX" "frequency" "standarddeviation" -0.982242427777778
"3653" 10 "sitting" "BodyAccX" "time" "mean" 0.270612056481481
"3654" 10 "sitting" "BodyAccX" "time" "standarddeviation" -0.982901825925926
"3655" 10 "sitting" "BodyAccY" "frequency" "mean" -0.9404502
"3656" 10 "sitting" "BodyAccY" "frequency" "standarddeviation" -0.912838063018519
"3657" 10 "sitting" "BodyAccY" "time" "mean" -0.015042681852037
"3658" 10 "sitting" "BodyAccY" "time" "standarddeviation" -0.917979529962963
"3659" 10 "sitting" "BodyAccZ" "frequency" "mean" -0.97464465462963
"3660" 10 "sitting" "BodyAccZ" "frequency" "standarddeviation" -0.966121042592593
"3661" 10 "sitting" "BodyAccZ" "time" "mean" -0.104253238796296
"3662" 10 "sitting" "BodyAccZ" "time" "standarddeviation" -0.967826981666667
"3663" 10 "sitting" "BodyGyroJerkMag" "frequency" "mean" -0.992191529259259
"3664" 10 "sitting" "BodyGyroJerkMag" "frequency" "standarddeviation" -0.991409100925926
"3665" 10 "sitting" "BodyGyroJerkMag" "time" "mean" -0.993707487592593
"3666" 10 "sitting" "BodyGyroJerkMag" "time" "standarddeviation" -0.991696196481481
"3667" 10 "sitting" "BodyGyroJerkX" "time" "mean" -0.0931555026481481
"3668" 10 "sitting" "BodyGyroJerkX" "time" "standarddeviation" -0.992326657222222
"3669" 10 "sitting" "BodyGyroJerkY" "time" "mean" -0.0411216540925926
"3670" 10 "sitting" "BodyGyroJerkY" "time" "standarddeviation" -0.992584494814815
"3671" 10 "sitting" "BodyGyroJerkZ" "time" "mean" -0.048941191502963
"3672" 10 "sitting" "BodyGyroJerkZ" "time" "standarddeviation" -0.990259813148148
"3673" 10 "sitting" "BodyGyroMag" "frequency" "mean" -0.974459732592593
"3674" 10 "sitting" "BodyGyroMag" "frequency" "standarddeviation" -0.962459956111111
"3675" 10 "sitting" "BodyGyroMag" "time" "mean" -0.944202043703704
"3676" 10 "sitting" "BodyGyroMag" "time" "standarddeviation" -0.963064577592593
"3677" 10 "sitting" "BodyGyroX" "frequency" "mean" -0.986477363333333
"3678" 10 "sitting" "BodyGyroX" "frequency" "standarddeviation" -0.989712360740741
"3679" 10 "sitting" "BodyGyroX" "time" "mean" -0.0432432176851852
"3680" 10 "sitting" "BodyGyroX" "time" "standarddeviation" -0.988873097222222
"3681" 10 "sitting" "BodyGyroY" "frequency" "mean" -0.986179215555556
"3682" 10 "sitting" "BodyGyroY" "frequency" "standarddeviation" -0.983579646666667
"3683" 10 "sitting" "BodyGyroY" "time" "mean" -0.0679993598888889
"3684" 10 "sitting" "BodyGyroY" "time" "standarddeviation" -0.984373304814815
"3685" 10 "sitting" "BodyGyroZ" "frequency" "mean" -0.96539546962963
"3686" 10 "sitting" "BodyGyroZ" "frequency" "standarddeviation" -0.962418559814815
"3687" 10 "sitting" "BodyGyroZ" "time" "mean" 0.0745958869444444
"3688" 10 "sitting" "BodyGyroZ" "time" "standarddeviation" -0.960445962037037
"3689" 10 "sitting" "GravityAccMag" "time" "mean" -0.96075719962963
"3690" 10 "sitting" "GravityAccMag" "time" "standarddeviation" -0.939669591481481
"3691" 10 "sitting" "GravityAccX" "time" "mean" 0.791887198148148
"3692" 10 "sitting" "GravityAccX" "time" "standarddeviation" -0.973128354074074
"3693" 10 "sitting" "GravityAccY" "time" "mean" -0.041260775
"3694" 10 "sitting" "GravityAccY" "time" "standarddeviation" -0.935690006481481
"3695" 10 "sitting" "GravityAccZ" "time" "mean" 0.20253457287037
"3696" 10 "sitting" "GravityAccZ" "time" "standarddeviation" -0.966898520555556
"3697" 10 "standing" "BodyAccJerkMag" "frequency" "mean" -0.951633690454545
"3698" 10 "standing" "BodyAccJerkMag" "frequency" "standarddeviation" -0.952105964545455
"3699" 10 "standing" "BodyAccJerkMag" "time" "mean" -0.965163818409091
"3700" 10 "standing" "BodyAccJerkMag" "time" "standarddeviation" -0.952058214545455
"3701" 10 "standing" "BodyAccJerkX" "frequency" "mean" -0.963565166136364
"3702" 10 "standing" "BodyAccJerkX" "frequency" "standarddeviation" -0.968612135909091
"3703" 10 "standing" "BodyAccJerkX" "time" "mean" 0.0809784390227273
"3704" 10 "standing" "BodyAccJerkX" "time" "standarddeviation" -0.964311490454545
"3705" 10 "standing" "BodyAccJerkY" "frequency" "mean" -0.942187760454545
"3706" 10 "standing" "BodyAccJerkY" "frequency" "standarddeviation" -0.944847393636364
"3707" 10 "standing" "BodyAccJerkY" "time" "mean" 0.0119007630575
"3708" 10 "standing" "BodyAccJerkY" "time" "standarddeviation" -0.941328663409091
"3709" 10 "standing" "BodyAccJerkZ" "frequency" "mean" -0.972241512272727
"3710" 10 "standing" "BodyAccJerkZ" "frequency" "standarddeviation" -0.979428729090909
"3711" 10 "standing" "BodyAccJerkZ" "time" "mean" -0.00485841031477273
"3712" 10 "standing" "BodyAccJerkZ" "time" "standarddeviation" -0.9764306
"3713" 10 "standing" "BodyAccMag" "frequency" "mean" -0.9401101675
"3714" 10 "standing" "BodyAccMag" "frequency" "standarddeviation" -0.945048242954545
"3715" 10 "standing" "BodyAccMag" "time" "mean" -0.951988907954545
"3716" 10 "standing" "BodyAccMag" "time" "standarddeviation" -0.937264537954545
"3717" 10 "standing" "BodyAccX" "frequency" "mean" -0.970099814318182
"3718" 10 "standing" "BodyAccX" "frequency" "standarddeviation" -0.982949246136364
"3719" 10 "standing" "BodyAccX" "time" "mean" 0.276650300681818
"3720" 10 "standing" "BodyAccX" "time" "standarddeviation" -0.978403481818182
"3721" 10 "standing" "BodyAccY" "frequency" "mean" -0.923378745227273
"3722" 10 "standing" "BodyAccY" "frequency" "standarddeviation" -0.921860476590909
"3723" 10 "standing" "BodyAccY" "time" "mean" -0.0155418603409091
"3724" 10 "standing" "BodyAccY" "time" "standarddeviation" -0.919561843409091
"3725" 10 "standing" "BodyAccZ" "frequency" "mean" -0.955272383863636
"3726" 10 "standing" "BodyAccZ" "frequency" "standarddeviation" -0.938098683181818
"3727" 10 "standing" "BodyAccZ" "time" "mean" -0.107964083931818
"3728" 10 "standing" "BodyAccZ" "time" "standarddeviation" -0.941271440454545
"3729" 10 "standing" "BodyGyroJerkMag" "frequency" "mean" -0.965614081363636
"3730" 10 "standing" "BodyGyroJerkMag" "frequency" "standarddeviation" -0.965055815454545
"3731" 10 "standing" "BodyGyroJerkMag" "time" "mean" -0.971637661590909
"3732" 10 "standing" "BodyGyroJerkMag" "time" "standarddeviation" -0.964409410454545
"3733" 10 "standing" "BodyGyroJerkX" "time" "mean" -0.104753833181818
"3734" 10 "standing" "BodyGyroJerkX" "time" "standarddeviation" -0.950367548409091
"3735" 10 "standing" "BodyGyroJerkY" "time" "mean" -0.0371593000727273
"3736" 10 "standing" "BodyGyroJerkY" "time" "standarddeviation" -0.976445016590909
"3737" 10 "standing" "BodyGyroJerkZ" "time" "mean" -0.0584162547045455
"3738" 10 "standing" "BodyGyroJerkZ" "time" "standarddeviation" -0.969051030681818
"3739" 10 "standing" "BodyGyroMag" "frequency" "mean" -0.937786743409091
"3740" 10 "standing" "BodyGyroMag" "frequency" "standarddeviation" -0.922961550454545
"3741" 10 "standing" "BodyGyroMag" "time" "mean" -0.929787259772727
"3742" 10 "standing" "BodyGyroMag" "time" "standarddeviation" -0.920486810227273
"3743" 10 "standing" "BodyGyroX" "frequency" "mean" -0.924005912954545
"3744" 10 "standing" "BodyGyroX" "frequency" "standarddeviation" -0.932273942727273
"3745" 10 "standing" "BodyGyroX" "time" "mean" -0.0281854325604545
"3746" 10 "standing" "BodyGyroX" "time" "standarddeviation" -0.929895057954545
"3747" 10 "standing" "BodyGyroY" "frequency" "mean" -0.960323800909091
"3748" 10 "standing" "BodyGyroY" "frequency" "standarddeviation" -0.958399857954545
"3749" 10 "standing" "BodyGyroY" "time" "mean" -0.0876820486363636
"3750" 10 "standing" "BodyGyroY" "time" "standarddeviation" -0.958861164090909
"3751" 10 "standing" "BodyGyroZ" "frequency" "mean" -0.950915730909091
"3752" 10 "standing" "BodyGyroZ" "frequency" "standarddeviation" -0.958901257272727
"3753" 10 "standing" "BodyGyroZ" "time" "mean" 0.103251560681818
"3754" 10 "standing" "BodyGyroZ" "time" "standarddeviation" -0.953681099545455
"3755" 10 "standing" "GravityAccMag" "time" "mean" -0.951988907954545
"3756" 10 "standing" "GravityAccMag" "time" "standarddeviation" -0.937264537954545
"3757" 10 "standing" "GravityAccX" "time" "mean" 0.954008785454545
"3758" 10 "standing" "GravityAccX" "time" "standarddeviation" -0.991259485
"3759" 10 "standing" "GravityAccY" "time" "mean" -0.0431597830454545
"3760" 10 "standing" "GravityAccY" "time" "standarddeviation" -0.975410724090909
"3761" 10 "standing" "GravityAccZ" "time" "mean" 0.0346980210431818
"3762" 10 "standing" "GravityAccZ" "time" "standarddeviation" -0.959579657727273
"3763" 10 "walking" "BodyAccJerkMag" "frequency" "mean" 0.0205189516981132
"3764" 10 "walking" "BodyAccJerkMag" "frequency" "standarddeviation" 0.0502087634986792
"3765" 10 "walking" "BodyAccJerkMag" "time" "mean" -0.132624992298283
"3766" 10 "walking" "BodyAccJerkMag" "time" "standarddeviation" 0.037608338009434
"3767" 10 "walking" "BodyAccJerkX" "frequency" "mean" -0.107941107467925
"3768" 10 "walking" "BodyAccJerkX" "frequency" "standarddeviation" -0.0791518267107547
"3769" 10 "walking" "BodyAccJerkX" "time" "mean" 0.0857943809283019
"3770" 10 "walking" "BodyAccJerkX" "time" "standarddeviation" -0.0521991013207547
"3771" 10 "walking" "BodyAccJerkY" "frequency" "mean" 0.0309052018326415
"3772" 10 "walking" "BodyAccJerkY" "frequency" "standarddeviation" 0.0484867672264151
"3773" 10 "walking" "BodyAccJerkY" "time" "mean" 0.00408248792641509
"3774" 10 "walking" "BodyAccJerkY" "time" "standarddeviation" 0.0750804952113207
"3775" 10 "walking" "BodyAccJerkZ" "frequency" "mean" -0.464020508867925
"3776" 10 "walking" "BodyAccJerkZ" "frequency" "standarddeviation" -0.558512650188679
"3777" 10 "walking" "BodyAccJerkZ" "time" "mean" -0.0162953195396226
"3778" 10 "walking" "BodyAccJerkZ" "time" "standarddeviation" -0.511662905849057
"3779" 10 "walking" "BodyAccMag" "frequency" "mean" -0.0930237422792453
